"from","to","time","train"
"PKT","HWW","120","SAA > WFJ"
"PKT","SAA","300","WFJ > SAA"
"PLC","AFK","540","CHX > DVP"
"PLC","HCN","420","RAM > CHX"
"PLD","AGT","180","BOG > BTN"
"PLD","FSG","120","BTN > WWO"
"PLD","HOV","180","SOU > BTN"
"PLD","SWK","180","BTN > SOU"
"PLG","BRK","360","ORE > BTN"
"PLG","EBN","420","BTN > AFK"
"PLG","HMD","240","VIC > HGS"
"PLG","LWS","720","ORE > HHE"
"PLM","KNF","300","CTR > SPT"
"PLM","LTG","180","MAN > CTR"
"PLS","BMB","420","CNE > PRE"
"PLS","CYT","180","PRE > CNE"
"PLU","WWA","120","GLM > CHX"
"PLY","DPT","180","PLY > GSL"
"PLY","IVY","840","PNZ > PAD"
"PMH","PMS","180","PMH > WAT"
"PMP","CBR","240","VIC > HGS"
"PMP","HHE","660","ORE > HHE"
"PMP","LWS","480","HHE > EBN"
"PMP","WVF","360","EBN > VIC"
"PMR","DMK","180","SEV > WHP"
"PMR","EDW","180","LBG > WIM"
"PMR","NHD","120","LUT > SEV"
"PMR","QRP","120","WIM > LBG"
"PMS","FTN","240","PMH > WAT"
"PMS","PMH","300","BTN > PMH"
"PNE","KTH","120","VIC > ORP"
"PNE","SYH","180","ORP > VIC"
"PNL","HBP","300","LDS > YRK"
"PNL","WET","300","KNA > LDS"
"PNS","DBD","360","SHF > HUD"
"PNS","SLK","300","HUD > SHF"
"PNW","ANZ","120","LBG > CAT"
"PNW","SYD","180","CAT > LBG"
"PNZ","SER","480","PNZ > SIV"
"POK","BMH","240","WAT > POO"
"POK","CHR","240","POO > WAT"
"POL","DIG","180","PGN > EXM"
"POL","SJP","120","EXM > PGN"
"POO","HAM","240","WAT > WEY"
"POO","PKS","240","WEY > WAT"
"POP","YRK","540","LDS > YRK"
"POT","FEA","240","KNO > WKK"
"POT","PFM","240","WKK > KNO"
"PRB","ADC","180","SOT > MAN"
"PRB","MAC","240","MAN > SOT"
"PRB","PYT","240","MAC > MAN"
"PRE","BBN","960","PRE > YRK"
"PRE","CRL","600","PRE > MCO"
"PRE","CSO","780","PRE > OMS"
"PRE","KKM","1500","PRE > BPS"
"PRE","LAN","900","MIA > BIF"
"PRE","LEY","300","PRE > LIV"
"PRE","LOH","420","PRE > CNE"
"PRN","HRR","480","BIF > CAR"
"PRN","WTH","480","CAR > WTH"
"PRP","BTN","480","BDM > BTN"
"PRP","BUG","540","BTN > LBG"
"PRP","HSK","360","LIT > VIC"
"PRR","AYS","1200","MYB > AYS"
"PRR","HDM","360","MYB > BAN"
"PRR","HWY","480","OXF > MYB"
"PRR","MRS","180","PRR > AYS"
"PRU","SKS","240","MBR > HEX"
"PRU","WYM","240","HEX > MBR"
"PRY","HSD","180","WVH > WSL"
"PRY","WTT","180","WSL > WVH"
"PSC","ECL","120","LIV > WGN"
"PSC","HUY","300","WGN > LIV"
"PSH","EVE","360","WOF > PAD"
"PSH","WOS","600","PAD > HFD"
"PSL","BEB","120","ELP > ELP"
"PSL","SPI","120","ELP > ELP"
"PSN","BMT","180","TAU > BPW"
"PSN","NLS","540","BPW > TAU"
"PTC","CSA","300","SOU > PMS"
"PTC","FRM","300","BTN > SOU"
"PTR","HAV","780","WAT > PMH"
"PTR","HSL","720","PMH > WAT"
"PTR","LIS","300","PMS > WAT"
"PTR","RLN","600","GLD > PMS"
"PUL","AMY","360","HRH > BOG"
"PUL","BIG","360","BOG > VIC"
"PUO","PUR","180","LBG > CAT"
"PUO","SCY","180","TAT > VIC"
"PUR","CDS","180","BDM > TBD"
"PUR","ECR","300","HRH > VIC"
"PUR","KLY","180","LBG > CAT"
"PUR","PUO","180","TAT > VIC"
"PUR","RHM","120","PUR > TAT"
"PUT","BNS","180","WAT > WYB"
"PUT","WNT","180","WYB > WAT"
"PYT","ADC","180","MAN > SOT"
"PYT","BML","180","SOT > MAN"
"QBR","SSS","300","SIT > SSS"
"QBR","SWL","240","SSS > SIT"
"QPW","EPH","1620","HRW > EPH"
"QPW","KBN","120","WFJ > EUS"
"QPW","KNL","120","EUS > WFJ"
"QRB","CLJ","120","WAT > WYB"
"QRB","VXH","180","WYB > WAT"
"QRP","PMR","120","DLJ > CLJ"
"QRP","SBM","120","WIM > LBG"
"QRP","SQE","540","CLJ > DLJ"
"QUI","NQY","660","PAR > NQY"
"RAD","OXF","720","PAD > OXF"
"RAI","GLM","240","DVP > VIC"
"RAI","NGT","240","VIC > RAM"
"RAI","SIT","420","VIC > DVP"
"RAM","DMP","180","RAM > VIC"
"RAM","MSR","360","RAM > CHX"
"RAU","SLR","240","NOT > SKG"
"RAV","BOC","360","CAR > BIF"
"RAV","DRI","180","BIF > CAR"
"RAY","MOT","180","WAT > CSS"
"RAY","NEM","180","WAT > SHP"
"RAY","WIM","180","WAT > WAT"
"RBR","BAT","600","CHX > HGS"
"RBR","ETC","180","ORE > CHX"
"RCC","RCE","120","BIA > SLB"
"RCC","SBK","420","SLB > DAR"
"RCD","CAS","240","BBN > WGW"
"RCD","MCV","960","SBY > MCV"
"RCD","SMB","240","WGW > BBN"
"RCD","TOD","600","MCV > LDS"
"RCE","LGK","240","BIA > SLB"
"RCE","RCC","120","SLB > DAR"
"RDA","CFN","180","BRI > AVN"
"RDA","MTP","120","AVN > BRI"
"RDB","MBK","240","SAL > ROM"
"RDB","ROM","480","ROM > SAL"
"RDC","ALV","300","RDC > LTV"
"RDD","SNR","180","EGR > VIC"
"RDD","UWL","240","VIC > EGR"
"RDF","NOT","720","SKG > NOT"
"RDG","BSK","1320","MAN > BMH"
"RDG","DID","900","PAD > CNM"
"RDG","EAR","300","RDG > WAT"
"RDG","OXF","1320","BMH > MAN"
"RDG","PAD","1560","PNZ > PAD"
"RDG","RDW","120","MAI > NBY"
"RDG","SLO","660","WOF > PAD"
"RDG","SWI","1740","PAD > PGN"
"RDG","THE","480","PAD > NBY"
"RDG","TLH","180","PAD > OXF"
"RDG","TWY","360","RDG > PAD"
"RDG","WKM","600","RDG > SFR"
"RDH","ELD","120","LBG > HRH"
"RDH","GTW","420","BDM > TBD"
"RDH","MHM","240","HRH > VIC"
"RDH","NUF","240","LBG > TON"
"RDH","PUR","540","TBD > BDM"
"RDH","REI","240","RDH > REI"
"RDM","CRB","240","MBR > HEX"
"RDM","SKS","240","HEX > MBR"
"RDN","ABY","360","NMC > MAN"
"RDN","BNT","240","MAN > MPL"
"RDN","MAN","720","SHF > MAN"
"RDN","RRB","120","MPL > MAN"
"RDT","ELS","240","LUT > SUO"
"RDT","SAC","420","SEV > SAC"
"RDW","MOR","480","RDG > BSK"
"RDW","RDG","240","NBY > RDG"
"RDW","THE","360","MAI > NBY"
"RED","TRU","660","PNZ > PAD"
"REE","BYA","360","NRW > GYM"
"REE","CNY","240","LWT > NRW"
"REE","HAD","480","NRW > LWT"
"REI","BTO","240","RDH > RDG"
"REI","RDH","360","RDG > RDH"
"RET","DON","840","KGX > YRK"
"RET","GBL","900","SCU > LCN"
"RET","GRA","1260","HUL > KGX"
"RET","WRK","660","LCN > AWK"
"RFY","BEB","180","ELP > ELP"
"RFY","GNL","120","ELP > ELP"
"RGL","LTV","480","CRE > EUS"
"RGL","RGT","180","RGL > BHM"
"RGL","STA","660","EUS > CRE"
"RGT","HNF","420","RGL > BHM"
"RGT","RGL","420","BHM > RGL"
"RGW","BBN","420","CLH > MCV"
"RGW","LHO","240","MCV > CLH"
"RHD","HIR","420","CAR > LDS"
"RHM","CDN","180","PUR > TAT"
"RHM","PUR","300","TAT > VIC"
"RIC","CLW","300","MYB > AVP"
"RIC","HOH","600","AYS > MYB"
"RID","APG","240","BDM > BLY"
"RID","LID","180","BLY > BDM"
"RIL","FAZ","120","LVC > KIR"
"RIL","KKD","180","KIR > LVC"
"RIS","BBN","360","CNE > PRE"
"RIS","CTW","180","PRE > CNE"
"RKT","MGM","540","PBO > LCN"
"RKT","SLR","600","LCN > PBO"
"RLN","HAV","660","GLD > PMS"
"RLN","PTR","600","PMS > WAT"
"RMC","MHS","360","SCU > SHF"
"RMC","SWN","540","LCN > AWK"
"RMD","CLJ","480","RDG > WAT"
"RMD","KWG","180","RMD > SRA"
"RMD","NSH","120","SHP > WAT"
"RMD","SMG","120","WAT > WAT"
"RMD","TWI","240","WAT > RDG"
"RMF","EMP","240","RMF > UPM"
"RML","BDY","180","SHF > MAN"
"RML","MPL","240","MAN > MPL"
"RML","RSH","360","MAN > RSH"
"RML","WLY","180","RSH > MAN"
"RNF","KIR","600","MCV > KIR"
"RNF","UPL","240","KIR > SYB"
"RNH","LEG","180","LIV > WBQ"
"RNH","WHN","180","MIA > LIV"
"RNR","CMR","360","NRW > SHM"
"RNR","GNT","360","SHM > NRW"
"ROB","BGE","180","MCV > LIV"
"ROB","HUY","120","LIV > WGN"
"ROC","SCR","720","PAR > NQY"
"ROE","WPE","120","CLJ > DLJ"
"ROE","ZCW","60","DLJ > NWX"
"ROL","FSK","120","NCT > MAT"
"ROL","NCT","480","NOT > NCT"
"ROM","CFR","420","ROM > SAL"
"ROM","DBG","300","ROM > SAL"
"ROM","RDB","480","SAL > ROM"
"ROM","SAL","1500","SOU > GMV"
"ROO","BIF","540","MCO > BIF"
"ROO","DLT","360","BIF > PRE"
"ROW","CRA","300","LMS > WOS"
"ROW","LGG","180","WOF > WTE"
"ROW","OHL","180","SAV > SBJ"
"ROW","SGB","300","WOS > DDG"
"RRB","BLV","120","MPL > MAN"
"RRB","RDN","120","MAN > MPL"
"RSG","ACR","540","WGW > BBN"
"RSG","BUB","180","PRE > CNE"
"RSG","BYM","180","BBN > WGW"
"RSG","HPN","180","CNE > PRE"
"RSH","RML","300","RSH > MAN"
"RTR","BMS","1680","DVP > VIC"
"RTR","CTM","180","CHX > GLM"
"RTR","MEP","660","RAM > VIC"
"RTR","SOO","180","GLM > CHX"
"RTR","SOR","540","GLM > VIC"
"RUE","WBQ","480","CTR > MAN"
"RUF","BCJ","300","PRE > OMS"
"RUF","CSO","300","OMS > PRE"
"RUG","COV","720","EUS > BHM"
"RUG","LBK","600","BHM > EUS"
"RUG","MKC","1260","CRE > EUS"
"RUG","NMP","1260","BHM > NMP"
"RUG","NUN","660","EUS > CRE"
"RUN","CRE","1080","LIV > EUS"
"RUN","HTF","660","LIV > BHM"
"RUN","LIV","1140","EUS > LIV"
"RUN","LPY","480","WSL > LIV"
"RUS","SLH","300","WTB > MBR"
"RVB","BEC","120","SEV > WHP"
"RVB","SRT","120","LUT > SEV"
"RVN","DEW","180","HBD > LDS"
"RVN","MIR","240","LDS > HUD"
"RYD","RYP","120","SHN > RYP"
"RYD","RYR","180","RYP > SHN"
"RYE","APD","540","BTN > AFK"
"RYE","TOK","660","AFK > BTN"
"RYE","WSE","180","AFK > HGS"
"RYH","BXB","480","HFE > SRA"
"RYN","BXB","300","BIS > SRA"
"RYN","HWN","240","SRA > BIS"
"RYP","RYD","120","RYP > SHN"
"RYR","BDN","480","RYP > SHN"
"RYR","RYD","240","SHN > RYP"
"RYS","AWM","300","CBG > KGX"
"RYS","CBG","900","KGX > ELY"
"RYS","LET","540","KLN > KGX"
"RYS","MEL","240","KGX > CBG"
"SAA","PKT","180","SAA > WFJ"
"SAC","HPD","300","ORP > LUT"
"SAC","RDT","300","LUT > SUO"
"SAC","STP","1080","BDM > TBD"
"SAD","BHM","540","SHR > BHM"
"SAD","DDP","180","WSL > WVH"
"SAD","SGB","180","WVH > WSL"
"SAD","WVH","660","BHM > SHR"
"SAE","BIY","180","BDQ > SKI"
"SAE","SHY","120","SKI > LDS"
"SAF","ELD","180","HRH > RDH"
"SAF","HOR","180","LBG > HRH"
"SAH","HXM","300","NRW > SHM"
"SAH","NRW","900","SHM > NRW"
"SAL","ADV","960","EXD > WAT"
"SAL","DEN","720","SAL > ROM"
"SAL","GRT","720","GIL > WAT"
"SAL","TIS","1080","SAL > EXD"
"SAL","WMN","1260","SOU > GMV"
"SAN","BDN","240","SHN > RYP"
"SAN","LKE","180","RYP > SHN"
"SAS","LTM","780","BPS > PRE"
"SAS","SQU","360","PRE > BPS"
"SAT","ACC","180","RMD > SRA"
"SAT","GUN","180","SRA > RMD"
"SAU","PAR","360","PNZ > PAD"
"SAV","STY","180","SAV > SBJ"
"SAW","BIS","420","SRA > BIS"
"SAW","HWM","180","BIS > SRA"
"SAX","DSM","360","IPS > LWT"
"SAX","WCM","600","LWT > IPS"
"SAY","BMS","480","AFK > VIC"
"SAY","EYN","240","LUT > SEV"
"SAY","FNR","300","VIC > RTR"
"SAY","OTF","480","VIC > AFK"
"SAY","SMY","240","CBW > VIC"
"SBE","HGT","300","KNA > LDS"
"SBE","KNA","300","LDS > YRK"
"SBJ","CRA","360","WOS > DDG"
"SBJ","HAG","180","LMS > WOS"
"SBJ","KID","480","WTE > KID"
"SBJ","LYE","240","WOF > WTE"
"SBJ","SBT","180","SBJ > SBT"
"SBK","MBR","300","SLB > DAR"
"SBK","RCC","420","BIA > SLB"
"SBM","LBG","480","WIM > LBG"
"SBM","QRP","180","LBG > WIM"
"SBP","HDN","120","WFJ > EUS"
"SBP","WMB","180","EUS > WFJ"
"SBS","CKL","300","BIF > CAR"
"SBS","SEL","600","CAR > BIF"
"SBT","SBJ","180","SBT > SBJ"
"SBV","BFE","420","PLY > GSL"
"SBV","KEY","120","GSL > PLY"
"SBY","DON","1380","HUL > KGX"
"SBY","HUL","2040","MAN > HUL"
"SBY","LDS","1500","HUL > MAN"
"SBY","SIE","1020","HUL > YRK"
"SBY","SOM","540","SBY > MCV"
"SBY","WRS","480","YRK > HUL"
"SCA","SEM","300","SCA > LIV"
"SCF","BHM","360","EUS > BHM"
"SCF","LEH","180","BHM > NMP"
"SCG","DFD","300","GRV > CHX"
"SCG","GNH","120","CHX > GRV"
"SCR","QUI","480","PAR > NQY"
"SCS","DWW","300","EXM > PGN"
"SCS","EXT","540","PGN > EXM"
"SCU","ALP","300","SCU > SHF"
"SCU","BTB","900","MIA > CLE"
"SCU","DON","1800","CLE > MIA"
"SCY","ECR","120","TAT > VIC"
"SCY","PUO","180","LBG > CAT"
"SDA","HAI","180","TON > SOO"
"SDA","NHE","120","SOO > TON"
"SDB","CRE","600","MAN > CRE"
"SDB","HCH","240","CRE > MAN"
"SDC","HOX","120","CLJ > DLJ"
"SDC","ZWL","120","DLJ > NWX"
"SDE","WPE","120","DLJ > NWX"
"SDE","ZWL","120","CLJ > DLJ"
"SDG","FKW","360","CHX > DVP"
"SDG","WHA","180","RAM > CHX"
"SDH","NLT","120","MYB > GER"
"SDH","SUD","120","WRU > MYB"
"SDL","BAH","120","HNX > SOP"
"SDL","KKD","120","LVC > OMS"
"SDL","MRF","240","SOP > LVC"
"SDN","BTE","180","SOU > PMS"
"SDN","SNW","780","SOU > HRH"
"SDN","SOU","420","PMH > SOU"
"SDN","SWG","180","SAL > ROM"
"SDP","CAU","240","LOO > LSK"
"SDP","LOO","480","LSK > LOO"
"SDR","PRR","480","MYB > AYS"
"SDW","DEA","360","RAM > CHX"
"SDY","BIW","240","PBO > KGX"
"SDY","SNO","420","KGX > PBO"
"SEA","HPL","960","HEX > MBR"
"SEA","SUN","600","MBR > HEX"
"SEC","BIL","420","HEX > MBR"
"SEC","HPL","300","MBR > HEX"
"SEE","LWS","420","SEF > VIC"
"SEF","BIP","120","SEF > VIC"
"SEG","FAV","240","DVP > VIC"
"SEH","EYN","180","SEV > WHP"
"SEH","OTF","180","LUT > SEV"
"SEL","SBS","540","BIF > CAR"
"SEL","SSC","240","CAR > BIF"
"SEM","FIL","600","SCA > HUL"
"SEM","MLT","1020","SCA > LIV"
"SEM","SCA","420","GBD > SCA"
"SEN","BKT","180","LTV > RDC"
"SEN","LIC","300","RDC > LTV"
"SER","HYL","180","PNZ > PAD"
"SER","LTS","180","PNZ > SIV"
"SER","PNZ","720","SIV > PNZ"
"SES","AWK","300","LDS > DON"
"SES","FZW","300","DON > LDS"
"SET","HLD","420","CAR > LDS"
"SEV","BBL","180","SEV > WHP"
"SEV","CLD","420","TBW > CHX"
"SEV","DNG","180","SEV > CHX"
"SEV","HLB","360","CHX > TBW"
"SEV","LBG","1380","RAM > CHX"
"SEV","ORP","480","ORE > CHX"
"SEV","TON","480","CHX > DVP"
"SFD","MCV","180","SOP > MCV"
"SFD","SLD","240","BBN > WGW"
"SFL","BNW","180","SOP > LVC"
"SFL","WLO","120","HNX > SOP"
"SFN","COS","300","SHR > BHM"
"SFN","TFC","300","BHM > SHR"
"SFR","CHL","240","RDG > RDH"
"SFR","GLD","240","RDH > RDG"
"SGB","LGG","180","SAV > SBJ"
"SGB","ROW","300","LMS > WOS"
"SGB","SAD","180","WSL > WVH"
"SGB","SMR","120","WVH > WSL"
"SGB","THW","120","WOF > WTE"
"SGB","WVH","660","WSL > LIV"
"SGM","STS","300","PNZ > PAD"
"SGN","CBP","180","GFD > WEA"
"SGN","GFD","300","WEA > GFD"
"SGR","DFD","300","CHX > GLM"
"SGR","ERH","180","GLM > CHX"
"SHB","LAG","180","NOT > WRK"
"SHB","MSW","420","WRK > NOT"
"SHC","FEA","240","WKK > KNO"
"SHC","WKK","660","KNO > WKK"
"SHD","BIA","480","SLB > BIA"
"SHD","NAY","240","BIA > SLB"
"SHE","TMC","480","EXD > WAT"
"SHE","YVJ","360","SAL > EXD"
"SHF","CHD","900","LIV > NRW"
"SHF","DAN","300","SCU > LCN"
"SHF","DON","1860","WIN > NCL"
"SHF","DOR","420","SHF > MAN"
"SHF","DRO","600","LDS > NOT"
"SHF","MHS","360","LCN > AWK"
"SHF","SPT","2640","NRW > LIV"
"SHH","AVN","360","BRI > AVN"
"SHH","SML","240","AVN > BRI"
"SHI","HOT","300","TWY > HOT"
"SHI","WGV","180","HOT > TWY"
"SHJ","ERL","360","LIV > WBQ"
"SHJ","LEG","180","MIA > LIV"
"SHJ","NLW","360","LIV > MIA"
"SHM","WRN","240","SHM > NRW"
"SHN","LKE","120","SHN > RYP"
"SHO","NTL","240","SOU > PMS"
"SHO","WLS","120","PMH > SOU"
"SHP","UPH","180","SHP > WAT"
"SHR","WLN","720","SHR > BHM"
"SHU","GCR","900","PAD > CNM"
"SHU","STD","300","CNM > SWI"
"SHW","ESL","300","WAT > POO"
"SHW","WIN","300","SOU > WAT"
"SHY","APY","300","BDQ > LDS"
"SHY","BIY","300","LDS > MCM"
"SHY","BLD","180","BDQ > ILK"
"SHY","FZH","240","SKI > BDQ"
"SHY","KLF","420","SKI > LDS"
"SHY","LDS","960","CAR > LDS"
"SHY","SAE","120","BDQ > SKI"
"SIC","BOC","420","BIF > CAR"
"SIC","MLM","360","CAR > BIF"
"SID","AYP","120","CHX > GRV"
"SID","NEH","180","CRY > CHX"
"SIE","CHF","240","SHF > YRK"
"SIE","YRK","1020","HUL > YRK"
"SIH","MDS","120","SUO > BDM"
"SIH","SUC","120","LUT > SUO"
"SIL","BWS","300","LEI > LCN"
"SIL","SYS","300","LCN > LEI"
"SIT","FAV","480","VIC > DVP"
"SIT","KML","360","SIT > SSS"
"SIT","NGT","300","DVP > VIC"
"SIT","RAI","420","RAM > VIC"
"SIT","TEY","300","VIC > RAM"
"SIV","CBB","180","SIV > SER"
"SJP","EXC","180","EXM > PGN"
"SJP","POL","180","PGN > EXM"
"SKG","WFL","480","SKG > NOT"
"SKI","CEY","300","SKI > LDS"
"SKI","GGV","360","LDS > MCM"
"SKI","KEI","660","CAR > LDS"
"SKM","AYS","240","MYB > AVP"
"SKM","WND","240","AVP > MYB"
"SKN","CAU","240","LSK > LOO"
"SKN","LSK","960","LOO > LSK"
"SKS","HEX","540","NCL > CAR"
"SKS","PRU","240","HEX > MBR"
"SKS","RDM","240","MBR > HEX"
"SLB","MSK","240","SLB > DAR"
"SLD","BON","660","HUD > WGW"
"SLD","DGT","240","SOP > MIA"
"SLD","KSL","420","BBN > WGW"
"SLD","SFD","180","SOP > MCV"
"SLD","SNN","360","MCV > SOP"
"SLH","GMT","480","WTB > MBR"
"SLK","DOD","180","HUD > SHF"
"SLK","PNS","360","SHF > HUD"
"SLL","HAB","360","CLE > BAU"
"SLL","HLI","180","BAU > CLE"
"SLO","BNM","300","PAD > RDG"
"SLO","LNY","240","RDG > PAD"
"SLO","MAI","420","PAD > OXF"
"SLO","PAD","1080","WOF > PAD"
"SLO","RDG","1020","PAD > HFD"
"SLO","WNC","360","SLO > WNC"
"SLQ","BEX","360","AFK > BTN"
"SLQ","HGS","300","VIC > HGS"
"SLQ","WLD","180","ORE > CHX"
"SLR","GRA","1920","SKG > NOT"
"SLR","HEC","420","NOT > SKG"
"SLR","RKT","600","PBO > LCN"
"SLR","SPA","1260","LCN > PBO"
"SLY","BRV","120","LTV > RDC"
"SLY","LOB","660","LTV > LOB"
"SLY","UNI","180","RDC > LTV"
"SMA","BMO","240","SAV > BSW"
"SMA","TYS","180","WOF > WTE"
"SMB","LTL","180","WGW > BBN"
"SMB","RCD","240","BBN > WGW"
"SMD","OKM","780","SSD > BHM"
"SMG","RMD","180","SHP > WAT"
"SMG","TWI","120","WAT > WAT"
"SMK","BSE","900","IPS > PBO"
"SMK","ESW","480","HPQ > CBG"
"SMK","IPS","840","PBO > IPS"
"SMK","NMT","300","CBG > IPS"
"SML","CFN","300","AVN > BRI"
"SML","SHH","180","BRI > AVN"
"SMN","BUU","240","SMN > WIC"
"SMO","MDS","120","LUT > SUO"
"SMO","WBO","120","SUO > BDM"
"SMR","BHM","360","WVH > WSL"
"SMR","SGB","120","WSL > WVH"
"SMT","RYH","180","HFE > SRA"
"SMY","BKL","300","SEV > WHP"
"SMY","BMS","420","CBW > VIC"
"SMY","SAY","240","LUT > SEV"
"SNA","FZW","420","LDS > DON"
"SNA","WKF","240","DON > LDS"
"SND","BAW","180","RDG > SFR"
"SND","CRN","180","SFR > RDG"
"SNE","SOT","660","EUS > CRE"
"SNE","STA","720","CRE > EUS"
"SNG","ACT","300","WAT > RDG"
"SNG","LNG","180","RDG > WAT"
"SNH","GSW","420","LIV > WGN"
"SNH","PSC","300","PRE > LIV"
"SNH","THH","180","WGN > LIV"
"SNH","WGN","900","LIV > PRE"
"SNK","WAC","300","LIV > MCO"
"SNK","WID","360","MCO > LIV"
"SNL","WCP","180","EPS > WAT"
"SNN","MSD","120","MCV > KIR"
"SNN","SLD","540","SOP > MCV"
"SNN","WKD","300","MCV > SOP"
"SNO","HUN","420","KGX > PBO"
"SNO","SDY","420","PBO > KGX"
"SNR","ECR","360","EGR > VIC"
"SNR","RDD","180","VIC > EGR"
"SNR","SCY","240","EGR > LBG"
"SNS","AFS","180","WYB > WAT"
"SNS","EGH","300","WAT > WYB"
"SNS","FEL","360","RDG > WAT"
"SNW","BUO","240","PMH > SOU"
"SNW","FRM","360","SOU > PMS"
"SNW","SOU","1080","BTN > SOU"
"SOA","ESL","180","SAL > ROM"
"SOA","SOU","480","MAN > BMH"
"SOA","SWG","120","ROM > SAL"
"SOA","WIN","540","WEY > WAT"
"SOB","CCH","420","PMH > BTN"
"SOB","EMS","180","BTN > SOU"
"SOB","NUT","120","SOU > HRH"
"SOF","BLB","240","SMN > WIC"
"SOF","NFA","360","WIC > SMN"
"SOG","ETC","300","CHX > HGS"
"SOG","WAD","420","ORE > CHX"
"SOH","EUS","600","WFJ > EUS"
"SOH","KBN","60","EUS > WFJ"
"SOK","KNT","120","EUS > WFJ"
"SOK","NWB","120","WFJ > EUS"
"SOL","BMO","480","MYB > BSW"
"SOL","DDG","240","KID > MYB"
"SOL","OLT","180","LMS > WOS"
"SOL","WMR","180","WOS > DDG"
"SOM","MIK","420","SBY > MCV"
"SOM","SBY","720","LDS > SBY"
"SON","CEY","240","BDQ > SKI"
"SON","KEI","240","SKI > LDS"
"SOO","CUX","240","SOO > TON"
"SOO","HGM","300","GLM > CHX"
"SOO","RTR","240","CHX > GLM"
"SOP","BDL","240","SOP > LVC"
"SOP","MEC","300","SOP > MIA"
"SOR","MEP","180","GLM > VIC"
"SOR","RTR","780","VIC > RTR"
"SOT","KDG","480","EUS > CRE"
"SOT","LGN","360","CRE > DBY"
"SOT","LPT","300","DBY > CRE"
"SOT","MAC","1020","BMH > MAN"
"SOT","NUN","1920","MAN > EUS"
"SOT","SNE","480","CRE > EUS"
"SOT","STA","960","MAN > BMH"
"SOU","BCU","780","MAN > BMH"
"SOU","MBK","180","ROM > SAL"
"SOU","ROM","660","SOU > GMV"
"SOU","SDN","300","SAL > ROM"
"SOU","SNW","1080","SOU > BTN"
"SOU","SOA","420","WEY > WAT"
"SOU","TTN","300","WAT > POO"
"SOW","BGH","480","HBD > LDS"
"SOW","HFX","420","PRE > YRK"
"SOW","MYT","360","LDS > MCV"
"SPA","PBO","1440","LCN > PBO"
"SPA","SLR","1440","PBO > LCN"
"SPB","KPA","120","SRA > CLJ"
"SPB","WIJ","480","CLJ > SRA"
"SPB","WMB","780","CDN > WFJ"
"SPH","KSN","300","VIC > DVP"
"SPH","SWO","180","DVP > VIC"
"SPI","BMR","120","ELP > ELP"
"SPI","PSL","120","ELP > ELP"
"SPK","KKB","180","WRK > NOT"
"SPK","MFT","300","NOT > WRK"
"SPO","DBY","360","NCT > MAT"
"SPO","LGE","420","MAT > NCT"
"SPT","CHU","240","MAN > ALD"
"SPT","DVN","240","PRE > HAZ"
"SPT","HTC","180","CRE > MAN"
"SPT","LVM","240","MAC > MAN"
"SPT","MAC","720","MAN > EUS"
"SPT","MAN","720","BMH > MAN"
"SPT","NVR","840","MAN > CTR"
"SPT","SHF","2400","LIV > NRW"
"SPT","SOT","1620","MAN > PGN"
"SPU","HCN","300","CHX > DVP"
"SPU","MRN","240","RAM > CHX"
"SPY","DBD","420","HUD > SHF"
"SPY","SSM","180","SHF > HUD"
"SQE","NWX","300","DLJ > NWX"
"SQE","QRP","360","DLJ > CLJ"
"SQE","ZCW","60","CLJ > DLJ"
"SQU","BPB","240","PRE > BPS"
"SRA","HKW","180","SRA > RMD"
"SRA","LEB","360","SRA > BIS"
"SRC","BAL","240","CAT > VIC"
"SRC","NRB","180","MKC > ECR"
"SRC","STE","180","WCY > SBM"
"SRD","FIT","300","TAU > BPW"
"SRD","LWH","120","GMV > WSB"
"SRD","MTP","180","BRI > AVN"
"SRG","BCF","180","MYB > HWY"
"SRG","GER","240","HWY > MYB"
"SRG","MYB","1560","SAV > MYB"
"SRH","BAL","180","LBG > VIC"
"SRH","WNW","180","VIC > LBG"
"SRI","BMO","360","SAV > SBJ"
"SRI","HLG","120","WOF > WTE"
"SRI","TYS","180","SAV > BSW"
"SRL","WTE","120","WOF > WTE"
"SRL","YRD","120","SAV > SBJ"
"SRN","MPL","180","NMC > MAN"
"SRO","KVP","300","LCN > AWK"
"SRO","WRK","240","SCU > LCN"
"SRS","ECR","180","MKC > ECR"
"SRS","TTH","120","CAT > VIC"
"SRS","WCY","420","LBG > WCY"
"SRT","BGM","300","SEV > BDM"
"SRT","BKJ","180","ORP > VIC"
"SRT","BMS","180","LUT > SEV"
"SRT","RVB","120","SEV > WHP"
"SRU","DNM","420","MYB > HWY"
"SRU","WCX","360","HWY > MYB"
"SSC","DRI","240","CAR > BIF"
"SSC","SEL","300","BIF > CAR"
"SSD","AUD","1020","SSD > BHM"
"SSE","HOV","360","LIT > HHE"
"SSE","LAC","240","BTN > WWO"
"SSE","PLD","300","LIT > VIC"
"SSE","SWK","180","SOU > BTN"
"SSM","BHS","180","SHF > HUD"
"SSM","SPY","120","HUD > SHF"
"SSS","QBR","240","SSS > SIT"
"STA","CRE","1200","WSL > LIV"
"STA","EUS","4620","LIV > EUS"
"STA","PKG","420","LIV > BHM"
"STA","RGL","540","CRE > EUS"
"STA","RUN","1980","EUS > LIV"
"STA","SNE","540","EUS > CRE"
"STA","SOT","900","BMH > MAN"
"STA","WVH","960","MAN > BMH"
